og_id	tech	seq_date	code	stats	length	length_emma	seqlength_12s	seqlength_16s	seqlength_co1	cds_no	trna_no	rrna_no	status	genbank	rrna12s	rrna16s	atp6	atp8	cox1	cox2	cox3	cytb	nad1	nad2	nad3	nad4	nad4l	nad5	mad6	trna_phe	trna_val	trna_leuuag	trna_leuuaa	trna_ile	trna_met	trna_thr	trna_pro	trna_lys	trna_asp	trna_glu	trna_sergcu	trna_seruga	trna_tyr	trna_cys	trna_trp	trna_ala	trna_asn	trna_gly	trna_arg	trna_his	trna_gln
OG222	ilmn	230607	v177getorg	circular genome	16703	16703	951	1662	1554	13	22	2	all	OG222.ilmn.230607.v177getorg [organism=Galeocerdo cuvier]  Galeocerdo cuvier mitochondrion, complete genome	952	1665	684	168	1557	691	786	1145	975	1042	349	1381	297	1830	522	70	72	72	75	70	69	72	69	74	70	70	67	71	70	68	73	69	73	70	70	69	72
OG223	ilmn	230607	v177getorg	circular genome	16703	16703	951	1662	1554	13	22	2	all	OG223.ilmn.230607.v177getorg [organism=Galeocerdo cuvier]  Galeocerdo cuvier mitochondrion, complete genome	952	1665	684	168	1557	691	786	1145	975	1042	349	1381	297	1830	522	70	72	72	75	70	69	72	69	74	70	70	67	71	70	68	73	69	73	70	70	69	72
OG224	ilmn	230607	v177getorg	circular genome	16703	16703	951	1662	1554	13	22	2	all	OG224.ilmn.230607.v177getorg [organism=Galeocerdo cuvier]  Galeocerdo cuvier mitochondrion, complete genome	952	1665	684	168	1557	691	786	1145	975	1042	349	1381	297	1830	522	70	72	72	75	70	69	72	69	74	70	70	67	71	70	68	73	69	73	70	70	69	72
OG225	ilmn	230607	v177getorg	circular genome	16703	16703	951	1662	1554	13	22	2	all	OG225.ilmn.230607.v177getorg [organism=Galeocerdo cuvier]  Galeocerdo cuvier mitochondrion, complete genome	952	1665	684	168	1557	691	786	1145	975	1042	349	1381	297	1830	522	70	72	72	75	70	69	72	69	74	70	70	67	71	70	68	73	69	73	70	70	69	72
OG226	ilmn	230607	v177getorg	circular genome	16703	16703	951	1662	1554	13	22	2	all	OG226.ilmn.230607.v177getorg [organism=Galeocerdo cuvier]  Galeocerdo cuvier mitochondrion, complete genome	952	1665	684	168	1557	691	786	1145	975	1042	349	1381	297	1830	522	70	72	72	75	70	69	72	69	74	70	70	67	71	70	68	73	69	73	70	70	69	72
OG227	ilmn	240716	getorg1770	circular genome	16703	16703	951	1662	1554	12	22	2	missing		952	1665	684		1557	691	786	1145	975	1042	349	1381	297	1830	522	70	72	72	75	70	69	72	69	74	70	70	67	71	70	68	73	69	73	70	70	69	72
OG228	ilmn	230324	v177getorg	circular genome	17052	17052	900	1608	1548	13	22	2	all		901	1610	714	168	1551	690	786	1197	960	1049	351	1380	291	1791	522	67	71	71	74	69	70	73	71	66	69	71	68	71	72	65	67	70	68	69	66	69	71
OG229	ilmn	230324	v177getorg	circular genome	16675	16675	948	1695	1542	13	22	2	all		950	1697	684	168	1545	691	785	1141	975	1045	349	1381	297	1836	522	69	72	72	75	72	69	73	71	73	68	69	67	71	71	66	72	69	73	71	69	69	71
OG23	ilmn	230814	v177getorg	circular genome	16839	16839	951	1707	1548	13	22	2	all		952	1709	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	70	71	73	73	70	69	72	71	76	74	69	79	71	70	67	71	69	73	70	69	69	71
OG230	ilmn	230607	v177getorg	circular genome	16610	16610	948	1668	1548	13	22	2	all		949	1669	684	168	1551	691	784	1141	975	1045	349	1381	297	1836	522	69	72	72	75	72	69	70	70	74	70	68	67	71	71	66	71	69	73	72	70	69	71
OG231	ilmn	230324	v177getorg	circular genome	16654	16654	951	1674	1548	13	22	2	all		953	1677	684	168	1551	691	785	1141	975	1045	349	1381	297	1836	522	68	72	72	75	72	69	71	70	74	70	69	67	71	71	66	72	69	73	72	70	69	71
OG232	ilmn	230324	v177getorg	circular genome	16882	16882	954	1680	1548	13	22	2	all		957	1683	684	168	1551	691	785	1141	975	1046	349	1381	297	1836	534	69	72	72	75	72	69	70	70	74	69	69	67	71	71	66	72	69	73	72	70	70	71
OG233	ilmn	230324	v177getorg	circular genome	16680	16680	945	1698	1542	13	22	2	all		948	1699	684	168	1545	691	785	1141	975	1045	349	1381	297	1836	522	69	72	72	75	72	69	72	71	73	68	69	67	71	71	66	72	69	73	72	69	69	71
OG234	ilmn	230324	v177getorg	circular genome	16675	16675	948	1695	1542	13	22	2	all		950	1697	684	168	1545	691	785	1141	975	1045	349	1381	297	1836	522	69	72	72	75	72	69	73	71	73	68	69	67	71	71	66	72	69	73	71	69	69	71
OG235	ilmn	230324	v177getorg	circular genome	16655	16655	951	1677	1548	13	22	2	all		953	1678	684	168	1551	691	785	1141	975	1045	349	1381	297	1836	522	68	72	72	75	72	69	71	70	74	70	69	67	71	71	66	72	69	73	72	70	69	71
OG236	ilmn	230324	v177getorg	circular genome	16610	16610	948	1668	1548	13	22	2	all		949	1669	684	168	1551	691	784	1141	975	1045	349	1381	297	1836	522	69	72	72	75	72	69	70	70	74	70	68	67	71	71	66	71	69	73	72	70	69	71
OG237	ilmn	230324	v177getorg	circular genome	16654	16654	951	1674	1548	13	22	2	all		953	1677	684	168	1551	691	785	1141	975	1045	349	1381	297	1836	522	68	72	72	75	72	69	71	70	74	70	69	67	71	71	66	72	69	73	72	70	69	71
OG238	ilmn	230324	v177getorg	circular genome	16655	16655	945	1692	1563	13	22	2	all		948	1693	684	165	1566	691	785	1141	975	1046	349	1381	297	1842	522	68	72	73	73	70	69	72	71	75	73	69	68	71	70	66	70	69	73	72	71	69	71
OG239	ilmn	230324	v177getorg	circular genome	16502	16502	939	1680	1551	13	22	2	all		941	1683	684	168	1554	691	785	1141	975	1045	349	1381	297	1839	522	69	72	73	74	70	69	73	70	74	72	68	68	71	70	65	72	69	73	70	69	69	71
OG24	ilmn	230814	v177getorg	circular genome	16378	16378	972	1695	1551	13	22	2	all		973	1696	684	171	1554	687	788	1126	969	1045	349	1381	297	1842	522	68	70	73	74	73	69	71	71	75	72	69	69	71	71	66	73	69	73	71	70	69	71
OG240	ilmn	230324	v177getorg	circular genome	16559	16559	954	1713	1548	13	22	2	all		955	1716	684	165	1551	691	785	1141	975	1045	349	1381	297	1839	522	68	72	73	74	70	70	72	71	75	71	69	68	71	70	67	71	69	73	70	69	72	71
OG241	ilmn	230324	v177getorg	circular genome	16496	16496	945	1692	1548	13	22	2	all		947	1695	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	68	72	73	74	70	70	72	70	74	73	69	68	71	70	67	71	69	73	72	69	69	71
OG242	ilmn	230324	v177getorg	circular genome	16631	16631	948	1686	1548	13	22	2	all	OG242.ilmn.230324.v177getorg [organism=Ophthalmolepis lineolata]  Ophthalmolepis lineolata mitochondrion, complete genome	949	1689	684	168	1551	691	785	1137	975	1045	352	1381	297	1839	522	68	74	73	74	71	70	73	70	74	73	69	69	71	70	66	71	69	73	72	69	69	71
OG243	ilmn	230324	v177getorg	circular genome	16631	16631	948	1686	1548	13	22	2	all	OG243.ilmn.230324.v177getorg [organism=Ophthalmolepis lineolata]  Ophthalmolepis lineolata mitochondrion, complete genome	949	1689	684	168	1551	691	785	1137	975	1045	352	1381	297	1839	522	68	74	73	74	71	70	73	70	74	73	69	69	71	70	66	71	69	73	72	69	69	71
OG244	ilmn	230324	v177getorg	circular genome	16545	16545	957	1704	1557	13	22	2	all	OG244.ilmn.230324.v177getorg [organism=Pomatomus saltatrix]  Pomatomus saltatrix mitochondrion, complete genome	960	1705	684	168	1560	691	785	1141	975	1046	349	1381	297	1839	522	69	72	73	75	71	70	72	70	74	73	69	68	72	67	67	71	69	73	73	69	70	71
OG246	ilmn	230324	v177getorg	circular genome	16673	16673	957	1689	1548	13	22	2	all	OG246.ilmn.230324.v177getorg [organism=Thyrsitoides marleyi]  Thyrsitoides marleyi mitochondrion, complete genome	960	1692	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	69	72	73	75	71	69	72	70	74	74	69	68	71	68	68	71	69	73	72	69	70	71
OG248	ilmn	230324	v177getorg	circular genome	16505	16505	948	1686	1560	13	22	2	all	OG248.ilmn.230324.v177getorg [organism=Acanthurus grammoptilus]  Acanthurus grammoptilus mitochondrion, complete genome	951	1689	684	168	1563	691	785	1141	975	1046	346	1381	297	1848	522	68	72	73	74	70	69	72	70	76	74	69	68	71	70	66	73	69	73	72	69	69	71
OG249	ilmn	230324	v177getorg	circular genome	16510	16510	957	1686	1548	13	22	2	all		959	1688	684	168	1551	691	785	1141	987	1047	349	1381	297	1839	516	68	71	73	73	72	69	72	70	73	73	69	68	71	70	67	72	69	73	70	69	69	71
OG25	ilmn	230814	v177getorg	circular genome	16898	16898	981	1695	1548	13	22	2	all	OG25.ilmn.230814.v177getorg [organism=Gerres sp.]  Gerres sp. mitochondrion, complete genome	984	1697	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	70	71	73	74	71	69	73	72	74	72	69	68	71	71	66	72	69	73	70	69	69	71
OG250	ilmn	230324	v177getorg	circular genome	16508	16508	951	1701	1548	13	22	2	all	OG250.ilmn.230324.v177getorg [organism=Caesio cuning]  Caesio cuning mitochondrion, complete genome	952	1703	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	68	72	73	74	70	69	72	70	75	71	69	68	71	70	67	72	69	73	72	69	69	71
OG251	ilmn	230324	v177getorg	circular genome	16490	16490	948	1692	1542	13	22	2	all	OG251.ilmn.230324.v177getorg [organism=Chaetodon aureofasciatus]  Chaetodon aureofasciatus mitochondrion, complete genome	949	1695	684	168	1545	691	785	1141	975	1046	349	1381	297	1839	519	68	72	73	73	70	69	72	72	74	71	70	67	71	69	67	72	69	73	71	70	69	71
OG252	ilmn	230324	v177getorg	circular genome	16509	16509	948	1683	1548	13	22	2	all	OG252.ilmn.230324.v177getorg [organism=Choerodon cauteroma]  Choerodon cauteroma mitochondrion, complete genome	951	1686	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	68	73	73	75	71	69	71	70	74	72	69	68	71	71	66	72	69	73	72	70	70	71
OG253	ilmn	230324	v177getorg	circular genome	18163	18163	954	1689	1548	13	22	2	all		955	1690	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	68	73	73	74	71	69	73	70	74	72	69	68	71	70	66	72	69	73	72	70	69	71
OG254	ilmn	230324	v177getorg	2 scaffold(s)	33476	16769	951	1698	1548	13	22	2	missing	OG254.ilmn.230324.v177getorg [organism=Epinephelus bilobatus]  Epinephelus bilobatus mitochondrion, complete genome	954	1701	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	70	70	73	76	70	69	73	70	74		69		71	71	68	71	69	73	72	69	70	71
OG256	ilmn	230324	v177getorg	circular genome	16526	16526	948	1683	1548	13	22	2	all		950	1685	684	168	1551	691	785	1141	975	1045	352	1381	297	1839	522	68	73	73	74	70	69	73	70	74	73	69	70	71	70	66	71	69	73	72	69	69	71
OG257	ilmn	230324	v177getorg	circular genome	16831	16831	954	1689	1548	13	22	2	all	OG257.ilmn.230324.v177getorg [organism=Iniistius sp.]  Iniistius sp. mitochondrion, complete genome	957	1692	684	168	1551	691	785	1141	972	1045	352	1381	297	1845	522	68	74	72	74	70	69	71	70	75	72	70	69	71	70	65	73	69	73	72	69	69	71
OG258	ilmn	230324	v177getorg	circular genome	16833	16833	954	1701	1548	13	23	2	all	OG258.ilmn.230324.v177getorg [organism=Lethrinus genivittatus]  Lethrinus genivittatus mitochondrion, complete genome	956	1704	684	168	1551	691	785	1141	972	1046	349	1381	297	1839	522	68	74	73	74	70	70	72	69	75	72	69	70	71	70	67	73	69	73	72	69	69	71
OG259	ilmn	230419	v177getorg	circular genome	16496	16496	945	1692	1548	13	22	2	all		947	1695	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	68	72	73	74	70	70	72	70	74	73	69	68	71	70	67	71	69	73	72	69	69	71
OG26	ilmn	240813	getorg1770	2 scaffold(s)	13283	13283	951	1680	1554	11	18	2	missing		953	1683	684	168	1557	691	786		977	1046	210	202		1830	216	70	72	72	75	70	69			74	70		68	71	70	66	69	69	73	70		70	72
OG260	ilmn	230419	v177getorg	1 scaffold(s)	16615	16615	951	1704	1548	13	22	2	all	OG260.ilmn.230419.v177getorg [organism=Anyperodon leucogrammicus]  Anyperodon leucogrammicus mitochondrion, complete genome	953	1707	684	168	1551	691	785	1141	975	1045	349	1381	297	1839	522	69	70	73	76	70	69	74	71	74	73	70	71	71	71	67	71	69	73	72	69	70	71
OG261	ilmn	230419	v177getorg	1 scaffold(s)	16997	16997	948	1695	1557	13	25	2	all	OG261.ilmn.230419.v177getorg [organism=Chironemus maculosus]  Chironemus maculosus mitochondrion, complete genome	950	1696	684	168	1560	691	785	1141	975	1046	349	1381	297	1839	522	68,68,68,68	72	73	74	69	69	72	69	75	71	69	68	71	71	65	71	69	73	72	69	69	71
OG262	ilmn	230419	v177getorg	circular genome	16517	16517	951	1677	1554	13	22	2	all	OG262.ilmn.230419.v177getorg [organism=Diodon nicthemerus]  Diodon nicthemerus mitochondrion, complete genome	954	1678	684	168	1557	691	785	1141	975	1045	349	1381	297	1839	522	68	72	73	74	70	69	73	69	74	69	69	67	71	67	66	72	69	73	72	70	69	71
OG263	ilmn	230419	v177getorg	circular genome	16675	16675	948	1695	1542	13	22	2	all	OG263.ilmn.230419.v177getorg [organism=Engraulis australis]  Engraulis australis mitochondrion, complete genome	950	1697	684	168	1545	691	785	1141	975	1045	349	1381	297	1836	522	69	72	72	75	72	69	73	71	73	68	69	67	71	71	66	72	69	73	71	69	69	71
OG264	ilmn	221209	v177getorg	circular genome	16502	16502	942	1689	1548	13	22	2	all	OG264.ilmn.221209.v177getorg [organism=Enoplosus armatus]  Enoplosus armatus mitochondrion, complete genome	945	1691	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	68	72	73	74	71	69	72	70	74	73	69	68	71	68	66	71	69	73	72	69	69	71
OG265	ilmn	230419	v177getorg	circular genome	16679	16679	951	1704	1548	13	22	2	all	OG265.ilmn.230419.v177getorg [organism=Epinephelus fuscoguttatus]  Epinephelus fuscoguttatus mitochondrion, complete genome	952	1706	684	168	1551	691	785	1141	975	1045	349	1381	297	1839	522	70	70	73	76	70	69	74	70	74	73	70	72	71	71	67	71	69	73	72	69	70	71
OG266	ilmn	230419	v177getorg	circular genome	16492	16492	951	1701	1548	13	22	2	all	OG266.ilmn.230419.v177getorg [organism=Epinephelus miliaris]  Epinephelus miliaris mitochondrion, complete genome	953	1704	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	70	70	73	76	70	70	73	70	74	73	69	70	71	71	68	71	69	73	73	69	70	71
OG267	ilmn	230419	v177getorg	circular genome	16549	16549	951	1707	1548	13	22	2	all	OG267.ilmn.230419.v177getorg [organism=Epinephelus poecilonotus]  Epinephelus poecilonotus mitochondrion, complete genome	953	1710	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	70	70	73	76	70	69	73	70	74	72	69	71	71	71	66	71	69	73	72	69	70	71
OG268	ilmn	230419	v177getorg	circular genome	16552	16552	951	1707	1548	13	22	2	all	OG268.ilmn.230419.v177getorg [organism=Epinephelus radiatus]  Epinephelus radiatus mitochondrion, complete genome	954	1709	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	70	70	73	76	70	69	73	70	74	72	69	71	71	71	66	71	69	73	72	69	70	71
OG27	hifi	230512	v3mitohifi	not circular	16715	16715	951	1680	1554	13	22	2	all	OG27.hifi.230512.v3mitohifi [organism=Heterodontus portusjacksoni]  Heterodontus portusjacksoni mitochondrion, complete genome	953	1683	684	168	1557	691	786	1145	977	1046	349	1381	297	1830	522	70	72	72	75	70	69	72	69	74	70	70	68	71	70	66	69	69	73	70	69	70	72
OG27	ilmn	230620	v177getorg	6 scaffold(s)	13686	13686	951	1680	1380	13	19	2	missing		953	1683	378	168	1383	691	786	1145	600	455	349	469	297	1458	564	70	72	72	75			72	69	74	70	70	68	71	70	66	69	69	73	70	69	70	
OG270	ilmn	221003	v177getorg	circular genome	16493	16493	948	1692	1548	13	23	2	all	OG270.ilmn.221003.v177getorg [organism=Etelis radiosus]  Etelis radiosus mitochondrion, complete genome	949	1694	684	168	1551	691	785	1142	975	1046	349	1381	297	1839	522	68	72	73	74	70	69	72	70	75	72	69	68,44	71	71	67	73	69	73	72	69	69	71
OG271	ilmn	230419	v177getorg	circular genome	16666	16666	948	1692	1548	13	22	2	all	OG271.ilmn.230419.v177getorg [organism=Gymnapistes marmoratus]  Gymnapistes marmoratus mitochondrion, complete genome	949	1693	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	68	72	73	74	70	69	72	71	74	71	69	68	71	68	64	72	69	73	71	69	69	71
OG272	ilmn	230419	v177getorg	circular genome	16502	16502	939	1680	1551	13	22	2	all		941	1683	684	168	1554	691	785	1141	975	1045	349	1381	297	1839	522	69	72	73	74	70	69	73	70	74	72	68	68	71	70	65	72	69	73	70	69	69	71
OG273	ilmn	230419	v177getorg	circular genome	16535	16535	945	1710	1548	13	22	2	all	OG273.ilmn.230419.v177getorg [organism=Istiompax indica]  Istiompax indica mitochondrion, complete genome	947	1712	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	68	72	73	74	70	69	72	71	73	71	70	68	71	70	67	71	69	73	72	69	69	71
OG274	ilmn	230419	v177getorg	circular genome	16482	16482	945	1683	1548	13	22	2	all		948	1685	684	168	1551	691	785	1141	975	1043	349	1381	297	1839	522	69	73	73	74	71	69	72	71	74	72	69	69	71	69	67	72	69	73	71	69	69	71
OG275	ilmn	230419	v177getorg	circular genome	16430	16430	951	1665	1557	13	22	2	all	OG275.ilmn.230419.v177getorg [organism=Lagocephalus lunaris]  Lagocephalus lunaris mitochondrion, complete genome	953	1667	684	168	1560	691	785	1134	975	1046	349	1381	297	1818	519	68	72	73	74	70	69	72	70	73	72	69	67	71	70	64	70	69	73	71	69	69	71
OG276	ilmn	230419	v177getorg	circular genome	16442	16442	945	1671	1557	13	22	2	all	OG276.ilmn.230419.v177getorg [organism=Lagocephalus sceleratus]  Lagocephalus sceleratus mitochondrion, complete genome	948	1673	684	168	1560	691	785	1140	975	1046	349	1381	297	1839	522	68	72	73	74	70	68	72	71	74	72	69	67	71	70	64	70	69	73	71	70	69	71
OG277	ilmn	230419	v177getorg	circular genome	16642	16642	942	1674	1548	13	22	2	all	OG277.ilmn.230419.v177getorg [organism=Latropiscis purpurissatus ]  Latropiscis purpurissatus  mitochondrion, complete genome	945	1675	684	168	1551	691	785	1141	975	1047	349	1381	297	1839	522	68	72	73	74	72	69	72	70	74	73	69	70	71	70	65	73	69	73	70	70	69	71
OG278	ilmn	230419	v177getorg	circular genome	16508	16508	942	1692	1548	13	22	2	all	OG278.ilmn.230419.v177getorg [organism=Lepidotrigla papilio]  Lepidotrigla papilio mitochondrion, complete genome	945	1693	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	68	72	73	74	70	69	72	70	74	73	69	68	71	70	65	71	69	73	72	69	69	71
OG279	ilmn	221003	v177getorg	circular genome	16795	16795	951	1806	1548	13	22	2	all		954	1809	684	168	1551	691	785	1141	972	1046	349	1381	297	1839	522	68	74	73	74	70	70	73	69	76	72	69	70	71	70	69	73	69	73	72	70	69	71
OG28	hic	230912	v177getorg										missing																																						
OG28	hifi	230811	v3mitohifi	circular genome	16715	16715	951	1680	1554	13	22	2	all	OG28.hifi.230811.v3mitohifi [organism=Heterodontus portusjacksoni]  Heterodontus portusjacksoni mitochondrion, complete genome	953	1683	684	168	1557	691	786	1145	977	1046	349	1381	297	1830	522	70	72	72	75	70	69	72	69	74	70	70	68	71	70	66	69	69	73	70	69	70	72
OG280	ilmn	230419	v177getorg	circular genome	16785	16785	954	1707	1548	13	23	2	all	OG280.ilmn.230419.v177getorg [organism=Lethrinus xanthochilus]  Lethrinus xanthochilus mitochondrion, complete genome	956	1710	684	168	1551	691	785	1141	972	1046	349	1381	297	1839	522	68	74	73	74	70	70	73	69	76	72	69	70	71	70	69	73	69	73	71	69	69	71
OG281	ilmn	230419	v177getorg	circular genome	68656	17212	954	1710	1557	13	22	2	all	OG281.ilmn.230419.v177getorg [organism=Leviprora inops]  Leviprora inops mitochondrion, complete genome	956	1712	684	165	1560	691	785	1141	975	1053	349	1381	297	1839	522	70	73	73	76	70	70	74	70	75	73	69	68	71	70	67	71	69	73	73	69	69	71
OG282	ilmn	221003	v177getorg	circular genome	16497	16497	951	1695	1548	13	22	2	all	OG282.ilmn.221003.v177getorg [organism=Lutjanus bitaeniatus]  Lutjanus bitaeniatus mitochondrion, complete genome	954	1697	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	68	72	73	74	70	69	72	70	75	72	69	68	71	70	67	72	69	73	72	69	69	71
OG283	ilmn	221003	v177getorg	circular genome	16537	16537	951	1695	1548	13	22	2	all	OG283.ilmn.221003.v177getorg [organism=Lutjanus erythropterus]  Lutjanus erythropterus mitochondrion, complete genome	954	1697	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	69	72	73	74	70	69	73	71	75	72	69	68	71	70	67	72	69	73	72	69	69	71
OG284	ilmn	221003	v177getorg	circular genome	16533	16533	951	1698	1548	13	22	2	all	OG284.ilmn.221003.v177getorg [organism=Lutjanus malabaricus]  Lutjanus malabaricus mitochondrion, complete genome	953	1700	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	69	72	73	74	70	69	73	71	75	72	69	68	71	70	67	72	69	73	72	69	69	71
OG285	ilmn	221003	v177getorg	circular genome	17011	17011	954	1701	1548	13	22	2	all		957	1703	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	69	73	73	74	70	69	72	70	75	72	69	68	71	70	67	72	69	73	72	69	69	71
OG286	ilmn	230419	v177getorg	circular genome	16494	16494	945	1692	1548	13	22	2	all	OG286.ilmn.230419.v177getorg [organism=Oplegnathus woodwardi]  Oplegnathus woodwardi mitochondrion, complete genome	947	1693	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	68	72	73	74	70	69	72	70	74	73	69	68	71	70	65	71	69	73	72	69	69	71
OG287	ilmn	230419	v177getorg	circular genome	16512	16512	948	1674	1569	13	22	2	all	OG287.ilmn.230419.v177getorg [organism=Parablennius sp.]  Parablennius sp. mitochondrion, complete genome	949	1677	684	168	1572	691	785	1141	975	1045	349	1381	297	1842	522	69	72	73	75	70	69	72	70	74	73	69	68	71	70	64	72	69	73	72	69	69	71
OG288	ilmn	230419	v177getorg	circular genome	16312	16312	948	1695	1548	13	22	2	all		949	1696	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	68	72	73	74	70	70	72	70	75	71	69	68	71	71	67	72	69	73	72	69	69	71
OG289	ilmn	230419	v177getorg	circular genome	16553	16553	945	1692	1548	13	22	2	all		946	1695	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	68	72	73	74	71	69	72	70	75	72	69	69	71	71	68	71	69	73	72	69	69	71
OG29	ilmn	240813	getorg1770	circular genome	16706	16706	954	1668	1554	13	22	2	all		956	1669	684	168	1557	691	786	1145	975	1045	349	1381	297	1830	522	70	72	72	75	70	69	72	69	74	70	70	67	71	69	68	71	69	73	70	70	69	72
OG290	ilmn	230419	v177getorg	circular genome	16533	16533	945	1698	1548	13	22	2	all	OG290.ilmn.230419.v177getorg [organism=Platycephalus conatus]  Platycephalus conatus mitochondrion, complete genome	947	1699	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	68	72	73	74	68	69	72	70	74	73	69	68	71	70	68	71	69	73	72	69	69	71
OG291	ilmn	230419	v177getorg	circular genome	16536	16536	945	1701	1548	13	22	2	all	OG291.ilmn.230419.v177getorg [organism=Platycephalus conatus]  Platycephalus conatus mitochondrion, complete genome	947	1702	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	68	72	73	74	68	69	72	70	74	73	69	68	71	70	68	71	69	73	72	69	69	71
OG292	ilmn	230419	v177getorg	circular genome	16540	16540	948	1689	1548	13	22	2	all	OG292.ilmn.230419.v177getorg [organism=Platycephalus grandispinis]  Platycephalus grandispinis mitochondrion, complete genome	951	1691	684	168	1551	691	785	1141	975	1046	349	1381	297	1836	522	68	72	73	74	70	70	72	70	74	73	69	68	71	72	68	71	69	73	72	69	68	71
OG293	ilmn	230419	v177getorg	circular genome	16515	16515	945	1695	1548	13	22	2	all	OG293.ilmn.230419.v177getorg [organism=Polyprion americanus]  Polyprion americanus mitochondrion, complete genome	947	1696	684	168	1551	691	785	1141	975	1045	349	1381	297	1839	522	68	72	73	74	70	69	72	70	74	73	69	68	71	70	66	71	69	73	72	69	69	71
OG294	ilmn	221003	v177getorg	circular genome	16500	16500	948	1695	1548	13	22	2	all	OG294.ilmn.221003.v177getorg [organism=Pristipomoides filamentosus]  Pristipomoides filamentosus mitochondrion, complete genome	951	1697	684	168	1551	691	785	1142	975	1046	349	1381	297	1839	522	68	73	73	74	70	69	72	70	75	72	69	68	71	71	67	73	69	73	72	69	69	71
OG295	ilmn	221003	v177getorg	circular genome	16507	16507	951	1698	1557	13	22	2	all	OG295.ilmn.221003.v177getorg [organism=Pristipomoides multidens]  Pristipomoides multidens mitochondrion, complete genome	952	1700	684	168	1560	691	785	1142	975	1046	349	1381	297	1839	522	68	73	73	74	70	69	72	70	75	72	69	69	71	71	67	73	69	73	72	69	69	71
OG296	ilmn	221003	v177getorg	circular genome	16525	16525	954	1701	1548	13	22	2	all	OG296.ilmn.221003.v177getorg [organism=Pristipomoides sieboldii]  Pristipomoides sieboldii mitochondrion, complete genome	957	1703	684	168	1551	691	785	1142	975	1046	349	1381	297	1839	522	69	73	73	74	70	69	72	70	75	73	69	68	72	71	67	73	69	73	72	69	69	71
OG297	ilmn	221003	v177getorg	circular genome	16504	16504	948	1701	1557	13	22	2	all	OG297.ilmn.221003.v177getorg [organism=Pristipomoides typus]  Pristipomoides typus mitochondrion, complete genome	950	1703	684	168	1560	691	785	1142	975	1046	349	1381	297	1839	522	68	73	73	74	70	69	72	70	75	72	69	69	71	71	67	73	69	73	72	69	69	71
OG299	ilmn	230419	v177getorg	circular genome	16447	16447	945	1692	1548	13	22	2	all	OG299.ilmn.230419.v177getorg [organism=Sillago ingenuua]  Sillago ingenuua mitochondrion, complete genome	948	1693	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	68	72	73	74	70	69	71	71	74	72	68	68	71	70	66	71	69	73	72	69	69	71
OG3	hic	240405	v177getorg	circular genome	16497	16497	945	1695	1548	13	22	2	all		948	1698	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	68	72	73	74	70	69	72	70	75	72	69	68	71	70	66	72	69	73	72	69	69	71
OG3	hifi	230825	v3mitohifi	circular genome	16497	16497	945	1695	1548	13	22	2	all	OG3.hifi.230825.v3mitohifi [organism=Lutjanus vitta]  Lutjanus vitta mitochondrion, complete genome	948	1698	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	68	72	73	74	70	69	72	70	75	72	69	68	71	70	66	72	69	73	72	69	69	71
OG3	ilmn	230814	v177getorg	circular genome	16497	16497	945	1695	1548	13	22	2	all		948	1698	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	68	72	73	74	70	69	72	70	75	72	69	68	71	70	66	72	69	73	72	69	69	71
OG30	ilmn	230814	v177getorg	circular genome	16706	16706	954	1668	1554	13	22	2	all	OG30.ilmn.230814.v177getorg [organism=Carcharhinus leucas]  Carcharhinus leucas mitochondrion, complete genome	956	1669	684	168	1557	691	786	1145	975	1045	349	1381	297	1830	522	70	72	72	75	70	69	72	69	74	70	70	67	71	69	68	71	69	73	70	70	69	72
